日期,合约编码,交易代码,报价时间,到期日,期权类型,执行价,开盘价,最高价,最低价,收盘价,成交量,持仓量,成交额,合约单位,标的代码,标的收盘价,距离到期日天数,距离到期日时间（折算成年）,无风险利率,经插值的隐含波动率,原始隐含波动率,Delta,Gamma,Vega,Theta,Rho,理论价格,模型误差,hv10,hv20,hv30,hv60,hv90,hv120,hv150,hv180,期货代码,期货价格,连续标志
20201015,10002731,510050C2103M03500,2020-10-15,20210324,C,3.5,0.1559,0.1732,0.1559,0.1675,1388,9705,2320464,10000,510050,3.425,160,0.438356,0.0339,0.1973,0.1973,0.5053,0.8918,0.009,-0.0007,0.0069,0.1675,-0.0,0.2018,0.1914,0.1906,0.2151,0.2474,0.2241,0.234,0.2466,IH2103,3321.0,L4
20201016,10002731,510050C2103M03500,2020-10-16,20210324,C,3.5,0.175,0.1798,0.159,0.1676,1360,9099,2356046,10000,510050,3.432,159,0.435616,0.0338,0.1943,0.1943,0.5104,0.9063,0.009,-0.0007,0.0069,0.1676,-0.0,0.1725,0.1914,0.1901,0.1952,0.2474,0.2241,0.2337,0.2466,IH2103,3329.4,L4
20201019,10002731,510050C2103M03500,2020-10-19,20210324,C,3.5,0.18,0.1934,0.1478,0.1528,2969,10166,5074312,10000,510050,3.409,156,0.427397,0.0337,0.193,0.193,0.4874,0.9271,0.0089,-0.0007,0.0064,0.1528,-0.0,0.1817,0.1934,0.1783,0.1954,0.2478,0.2237,0.2324,0.2465,IH2103,3300.4,L4
20201020,10002731,510050C2103M03500,2020-10-20,20210324,C,3.5,0.1524,0.1524,0.1451,0.1499,1087,10297,1612925,10000,510050,3.412,155,0.424658,0.0337,0.1889,0.1889,0.4884,0.9497,0.0089,-0.0007,0.0064,0.1499,-0.0,0.1817,0.1917,0.1767,0.1854,0.2477,0.2237,0.2311,0.2464,IH2103,3304.8,L4
20201021,10002731,510050C2103M03500,2020-10-21,20210324,C,3.5,0.1504,0.1564,0.1445,0.1536,1054,10552,1584473,10000,510050,3.433,154,0.421918,0.0337,0.182,0.182,0.5063,0.9828,0.0089,-0.0007,0.0067,0.1536,-0.0,0.1797,0.191,0.1773,0.1858,0.2478,0.223,0.2276,0.2465,IH2103,3322.8,L4
20201022,10002731,510050C2103M03500,2020-10-22,20210324,C,3.5,0.151,0.1535,0.136,0.1471,1314,10358,1888625,10000,510050,3.42,153,0.419178,0.0337,0.1828,0.1828,0.4933,0.9857,0.0088,-0.0007,0.0065,0.1471,-0.0,0.1791,0.19,0.1775,0.186,0.2479,0.223,0.2267,0.2465,IH2103,3310.6,L4
20201023,10002731,510050C2103M03500,2020-10-23,20210324,C,3.5,0.1446,0.1636,0.1446,0.1475,1447,10547,2270190,10000,510050,3.408,152,0.416438,0.0338,0.1906,0.1906,0.4837,0.9508,0.0088,-0.0007,0.0063,0.1475,-0.0,0.1678,0.1868,0.1777,0.1861,0.2479,0.2231,0.2261,0.2457,IH2103,3307.4,L4
20201026,10002731,510050C2103M03500,2020-10-26,20210324,C,3.5,0.1447,0.1447,0.1246,0.1256,1401,10726,1827774,10000,510050,3.354,149,0.408219,0.034,0.1962,0.1962,0.4338,0.9358,0.0084,-0.0007,0.0054,0.1256,-0.0,0.0926,0.1701,0.1817,0.1702,0.2494,0.2241,0.2264,0.2465,IH2103,3249.0,L4
20201027,10002731,510050C2103M03500,2020-10-27,20210324,C,3.5,0.1227,0.127,0.1184,0.1201,601,10844,737274,10000,510050,3.346,148,0.405479,0.0339,0.1946,0.1946,0.4245,0.945,0.0083,-0.0007,0.0053,0.1201,-0.0,0.0924,0.1643,0.1753,0.1702,0.2487,0.2239,0.2256,0.2443,IH2103,3245.6,L4
20201028,10002731,510050C2103M03500,2020-10-28,20210324,C,3.5,0.1208,0.132,0.1186,0.1271,1016,11064,1275801,10000,510050,3.364,147,0.40274,0.0339,0.1944,0.1944,0.4408,0.9504,0.0084,-0.0007,0.0055,0.1271,-0.0,0.1001,0.1596,0.1734,0.1701,0.2487,0.2239,0.2195,0.2267,IH2103,3267.8,L4
20201029,10002731,510050C2103M03500,2020-10-29,20210324,C,3.5,0.12,0.1404,0.1172,0.1317,3687,10952,4678573,10000,510050,3.383,146,0.4,0.0339,0.1906,0.1906,0.4565,0.9723,0.0085,-0.0007,0.0057,0.1317,-0.0,0.1064,0.1605,0.1677,0.1665,0.2472,0.2238,0.2194,0.2246,IH2103,3290.2,L3
20201030,10002731,510050C2103M03500,2020-10-30,20210324,C,3.5,0.1305,0.1355,0.1183,0.1183,3049,11621,3879137,10000,510050,3.329,145,0.39726,0.0339,0.2035,0.2035,0.4124,0.9117,0.0082,-0.0007,0.005,0.1183,-0.0,0.1268,0.1601,0.1744,0.1696,0.2485,0.225,0.2186,0.2254,IH2103,3243.8,L3
20201009,10002732,510050C2103M03600,2020-10-09,20210324,C,3.6,0.1204,0.124,0.1001,0.1013,612,8775,671034,10000,510050,3.337,166,0.454795,0.0302,0.2046,0.2046,0.3515,0.8057,0.0083,-0.0006,0.0049,0.1013,-0.0,0.2128,0.1849,0.1732,0.2151,0.2449,0.2216,0.2369,0.2445,IH2103,3216.8,L4
20201012,10002732,510050C2103M03600,2020-10-12,20210324,C,3.6,0.102,0.1488,0.102,0.1446,2702,9704,3602452,10000,510050,3.442,163,0.446575,0.0303,0.2088,0.2088,0.4385,0.8207,0.0091,-0.0007,0.0061,0.1446,-0.0,0.2253,0.2123,0.1932,0.2183,0.2493,0.2254,0.2399,0.2468,IH2103,3331.0,L4
20201013,10002732,510050C2103M03600,2020-10-13,20210324,C,3.6,0.138,0.142,0.13,0.1369,834,8756,1143944,10000,510050,3.437,162,0.443836,0.0306,0.2033,0.2033,0.4308,0.8441,0.009,-0.0007,0.006,0.1369,-0.0,0.2127,0.2024,0.1933,0.2169,0.2494,0.2253,0.2367,0.2466,IH2103,3325.2,L4
20201014,10002732,510050C2103M03600,2020-10-14,20210324,C,3.6,0.1335,0.1335,0.1251,0.1266,422,8634,538809,10000,510050,3.424,161,0.441096,0.034,0.1964,0.1964,0.4192,0.8746,0.0089,-0.0007,0.0058,0.1266,-0.0,0.2016,0.2009,0.1935,0.2159,0.2496,0.2245,0.234,0.2467,IH2103,3313.8,L4
20201015,10002732,510050C2103M03600,2020-10-15,20210324,C,3.6,0.1301,0.1388,0.1263,0.1344,590,8546,793929,10000,510050,3.425,160,0.438356,0.0339,0.2056,0.2056,0.4251,0.8407,0.0089,-0.0007,0.0058,0.1344,-0.0,0.2018,0.1914,0.1906,0.2151,0.2474,0.2241,0.234,0.2466,IH2103,3321.0,L4
20201016,10002732,510050C2103M03600,2020-10-16,20210324,C,3.6,0.1374,0.145,0.1269,0.1358,785,8376,1083195,10000,510050,3.432,159,0.435616,0.0338,0.2046,0.2046,0.4297,0.8473,0.0089,-0.0007,0.0058,0.1358,-0.0,0.1725,0.1914,0.1901,0.1952,0.2474,0.2241,0.2337,0.2466,IH2103,3329.4,L4
20201019,10002732,510050C2103M03600,2020-10-19,20210324,C,3.6,0.1443,0.1563,0.1175,0.1209,988,8659,1341189,10000,510050,3.409,156,0.427397,0.0337,0.201,0.201,0.4054,0.8653,0.0086,-0.0007,0.0054,0.1209,-0.0,0.1817,0.1934,0.1783,0.1954,0.2478,0.2237,0.2324,0.2465,IH2103,3300.4,L4
20201020,10002732,510050C2103M03600,2020-10-20,20210324,C,3.6,0.1234,0.1235,0.1137,0.1175,1366,9583,1586110,10000,510050,3.412,155,0.424658,0.0337,0.1964,0.1964,0.4039,0.8867,0.0086,-0.0007,0.0054,0.1175,-0.0,0.1817,0.1917,0.1767,0.1854,0.2477,0.2237,0.2311,0.2464,IH2103,3304.8,L4
20201021,10002732,510050C2103M03600,2020-10-21,20210324,C,3.6,0.1182,0.1231,0.1135,0.1212,1149,10438,1347208,10000,510050,3.433,154,0.421918,0.0337,0.1915,0.1915,0.4186,0.9147,0.0087,-0.0007,0.0056,0.1212,-0.0,0.1797,0.191,0.1773,0.1858,0.2478,0.223,0.2276,0.2465,IH2103,3322.8,L4
20201022,10002732,510050C2103M03600,2020-10-22,20210324,C,3.6,0.1163,0.1204,0.107,0.1159,562,10430,633697,10000,510050,3.42,153,0.419178,0.0337,0.1923,0.1923,0.4067,0.911,0.0086,-0.0007,0.0053,0.1159,-0.0,0.1791,0.19,0.1775,0.186,0.2479,0.223,0.2267,0.2465,IH2103,3310.6,L4
20201023,10002732,510050C2103M03600,2020-10-23,20210324,C,3.6,0.1148,0.1284,0.1133,0.1189,791,10643,968969,10000,510050,3.408,152,0.416438,0.0338,0.2023,0.2023,0.4025,0.8698,0.0085,-0.0007,0.0052,0.1189,-0.0,0.1678,0.1868,0.1777,0.1861,0.2479,0.2231,0.2261,0.2457,IH2103,3307.4,L4
20201026,10002732,510050C2103M03600,2020-10-26,20210324,C,3.6,0.1133,0.1133,0.0971,0.0991,1289,10713,1309326,10000,510050,3.354,149,0.408219,0.034,0.2054,0.2054,0.3564,0.847,0.008,-0.0007,0.0045,0.0991,-0.0,0.0926,0.1701,0.1817,0.1702,0.2494,0.2241,0.2264,0.2465,IH2103,3249.0,L4
20201027,10002732,510050C2103M03600,2020-10-27,20210324,C,3.6,0.097,0.0987,0.092,0.0948,1012,11125,967820,10000,510050,3.346,148,0.405479,0.0339,0.2044,0.2044,0.3477,0.8485,0.0079,-0.0006,0.0043,0.0948,-0.0,0.0924,0.1643,0.1753,0.1702,0.2487,0.2239,0.2256,0.2443,IH2103,3245.6,L4
20201028,10002732,510050C2103M03600,2020-10-28,20210324,C,3.6,0.0966,0.1011,0.0922,0.0988,2004,11678,1944986,10000,510050,3.364,147,0.40274,0.0339,0.2022,0.2022,0.3602,0.8667,0.008,-0.0007,0.0045,0.0988,-0.0,0.1001,0.1596,0.1734,0.1701,0.2487,0.2239,0.2195,0.2267,IH2103,3267.8,L4
20201029,10002732,510050C2103M03600,2020-10-29,20210324,C,3.6,0.0901,0.1079,0.0881,0.1032,2567,11419,2489592,10000,510050,3.383,146,0.4,0.0339,0.1999,0.1999,0.3739,0.886,0.0081,-0.0007,0.0046,0.1032,-0.0,0.1064,0.1605,0.1677,0.1665,0.2472,0.2238,0.2194,0.2246,IH2103,3290.2,L3
20201030,10002732,510050C2103M03600,2020-10-30,20210324,C,3.6,0.1001,0.1041,0.0914,0.0925,2521,12113,2470307,10000,510050,3.329,145,0.39726,0.0339,0.2114,0.2114,0.3374,0.8234,0.0077,-0.0007,0.0041,0.0925,-0.0,0.1268,0.1601,0.1744,0.1696,0.2485,0.225,0.2186,0.2254,IH2103,3243.8,L3
20201009,10002733,510050C2103M03700,2020-10-09,20210324,C,3.7,0.089,0.0999,0.078,0.08,2329,12155,2018767,10000,510050,3.337,166,0.454795,0.0302,0.2113,0.2113,0.2888,0.7183,0.0077,-0.0006,0.004,0.08,-0.0,0.2128,0.1849,0.1732,0.2151,0.2449,0.2216,0.2369,0.2445,IH2103,3216.8,L4
20201012,10002733,510050C2103M03700,2020-10-12,20210324,C,3.7,0.0827,0.1206,0.0827,0.1163,4270,12533,4446420,10000,510050,3.442,163,0.446575,0.0303,0.2157,0.2157,0.3687,0.7601,0.0087,-0.0007,0.0051,0.1163,-0.0,0.2253,0.2123,0.1932,0.2183,0.2493,0.2254,0.2399,0.2468,IH2103,3331.0,L4
20201013,10002733,510050C2103M03700,2020-10-13,20210324,C,3.7,0.11,0.1155,0.1044,0.1105,1699,12691,1885300,10000,510050,3.437,162,0.443836,0.0306,0.2117,0.2117,0.3609,0.7723,0.0086,-0.0007,0.005,0.1105,-0.0,0.2127,0.2024,0.1933,0.2169,0.2494,0.2253,0.2367,0.2466,IH2103,3325.2,L4
20201014,10002733,510050C2103M03700,2020-10-14,20210324,C,3.7,0.1058,0.1078,0.1003,0.1015,748,12215,770638,10000,510050,3.424,161,0.441096,0.034,0.2053,0.2053,0.3482,0.7917,0.0084,-0.0006,0.0048,0.1015,-0.0,0.2016,0.2009,0.1935,0.2159,0.2496,0.2245,0.234,0.2467,IH2103,3313.8,L4
20201015,10002733,510050C2103M03700,2020-10-15,20210324,C,3.7,0.1035,0.1116,0.1013,0.1077,1527,12219,1650924,10000,510050,3.425,160,0.438356,0.0339,0.2131,0.2131,0.3552,0.7705,0.0084,-0.0007,0.0049,0.1077,-0.0,0.2018,0.1914,0.1906,0.2151,0.2474,0.2241,0.234,0.2466,IH2103,3321.0,L4
20201016,10002733,510050C2103M03700,2020-10-16,20210324,C,3.7,0.1065,0.1164,0.1016,0.1083,1026,11959,1134713,10000,510050,3.432,159,0.435616,0.0338,0.2117,0.2117,0.3584,0.779,0.0085,-0.0007,0.0049,0.1083,-0.0,0.1725,0.1914,0.1901,0.1952,0.2474,0.2241,0.2337,0.2466,IH2103,3329.4,L4
20201019,10002733,510050C2103M03700,2020-10-19,20210324,C,3.7,0.1168,0.1249,0.0928,0.096,2964,12921,3176776,10000,510050,3.409,156,0.427397,0.0337,0.2089,0.2089,0.3351,0.7825,0.0081,-0.0006,0.0045,0.096,-0.0,0.1817,0.1934,0.1783,0.1954,0.2478,0.2237,0.2324,0.2465,IH2103,3300.4,L4
20201020,10002733,510050C2103M03700,2020-10-20,20210324,C,3.7,0.0942,0.0956,0.0892,0.0919,1377,13212,1267916,10000,510050,3.412,155,0.424658,0.0337,0.2034,0.2034,0.331,0.8017,0.0081,-0.0006,0.0044,0.0919,-0.0,0.1817,0.1917,0.1767,0.1854,0.2477,0.2237,0.2311,0.2464,IH2103,3304.8,L4
20201021,10002733,510050C2103M03700,2020-10-21,20210324,C,3.7,0.0928,0.097,0.089,0.0963,1162,13846,1063106,10000,510050,3.433,154,0.421918,0.0337,0.2009,0.2009,0.3446,0.8222,0.0082,-0.0006,0.0046,0.0963,-0.0,0.1797,0.191,0.1773,0.1858,0.2478,0.223,0.2276,0.2465,IH2103,3322.8,L4
20201022,10002733,510050C2103M03700,2020-10-22,20210324,C,3.7,0.0939,0.0942,0.0842,0.091,1619,13916,1415869,10000,510050,3.42,153,0.419178,0.0337,0.2005,0.2005,0.3327,0.8183,0.008,-0.0006,0.0044,0.091,-0.0,0.1791,0.19,0.1775,0.186,0.2479,0.223,0.2267,0.2465,IH2103,3310.6,L4
20201023,10002733,510050C2103M03700,2020-10-23,20210324,C,3.7,0.0881,0.1018,0.0881,0.0918,2409,14133,2328523,10000,510050,3.408,152,0.416438,0.0338,0.2073,0.2073,0.329,0.7935,0.008,-0.0006,0.0043,0.0918,-0.0,0.1678,0.1868,0.1777,0.1861,0.2479,0.2231,0.2261,0.2457,IH2103,3307.4,L4
20201026,10002733,510050C2103M03700,2020-10-26,20210324,C,3.7,0.0911,0.0911,0.076,0.078,3153,13733,2508947,10000,510050,3.354,149,0.408219,0.034,0.2134,0.2134,0.2911,0.7498,0.0073,-0.0006,0.0037,0.078,-0.0,0.0926,0.1701,0.1817,0.1702,0.2494,0.2241,0.2264,0.2465,IH2103,3249.0,L4
20201027,10002733,510050C2103M03700,2020-10-27,20210324,C,3.7,0.0765,0.0775,0.072,0.0739,2644,14923,1964667,10000,510050,3.346,148,0.405479,0.0339,0.2118,0.2118,0.2822,0.7487,0.0072,-0.0006,0.0035,0.0739,-0.0,0.0924,0.1643,0.1753,0.1702,0.2487,0.2239,0.2256,0.2443,IH2103,3245.6,L4
20201028,10002733,510050C2103M03700,2020-10-28,20210324,C,3.7,0.0751,0.0773,0.0711,0.0753,3009,15618,2227600,10000,510050,3.364,147,0.40274,0.0339,0.2075,0.2075,0.2899,0.7727,0.0073,-0.0006,0.0036,0.0753,-0.0,0.1001,0.1596,0.1734,0.1701,0.2487,0.2239,0.2195,0.2267,IH2103,3267.8,L4
20201029,10002733,510050C2103M03700,2020-10-29,20210324,C,3.7,0.072,0.083,0.0679,0.0786,6523,15339,4784588,10000,510050,3.383,146,0.4,0.0339,0.2052,0.2052,0.3012,0.7935,0.0075,-0.0006,0.0038,0.0786,-0.0,0.1064,0.1605,0.1677,0.1665,0.2472,0.2238,0.2194,0.2246,IH2103,3290.2,L3
20201030,10002733,510050C2103M03700,2020-10-30,20210324,C,3.7,0.0802,0.0803,0.0704,0.0711,4842,15800,3668660,10000,510050,3.329,145,0.39726,0.0339,0.2171,0.2171,0.2724,0.7292,0.007,-0.0006,0.0033,0.0711,-0.0,0.1268,0.1601,0.1744,0.1696,0.2485,0.225,0.2186,0.2254,IH2103,3243.8,L3
20201009,10002734,510050P2103M02950,2020-10-09,20210324,P,2.95,0.0921,0.0921,0.0702,0.0718,1780,4233,1308966,10000,510050,3.337,166,0.454795,0.0302,0.2666,0.2666,-0.1971,0.4626,0.0062,-0.0004,-0.0033,0.0718,-0.0,0.2128,0.1849,0.1732,0.2151,0.2449,0.2216,0.2369,0.2445,IH2103,3216.8,L4
20201012,10002734,510050P2103M02950,2020-10-12,20210324,P,2.95,0.0683,0.0687,0.055,0.055,1790,3594,1038693,10000,510050,3.442,163,0.446575,0.0303,0.2716,0.2716,-0.155,0.3814,0.0055,-0.0004,-0.0026,0.055,-0.0,0.2253,0.2123,0.1932,0.2183,0.2493,0.2254,0.2399,0.2468,IH2103,3331.0,L4
20201013,10002734,510050P2103M02950,2020-10-13,20210324,P,2.95,0.0555,0.058,0.0543,0.0561,839,3689,473728,10000,510050,3.437,162,0.443836,0.0306,0.273,0.273,-0.1573,0.3849,0.0055,-0.0004,-0.0026,0.0561,-0.0,0.2127,0.2024,0.1933,0.2169,0.2494,0.2253,0.2367,0.2466,IH2103,3325.2,L4
20201014,10002734,510050P2103M02950,2020-10-14,20210324,P,2.95,0.0561,0.0574,0.0541,0.0548,656,3744,363539,10000,510050,3.424,161,0.441096,0.034,0.2693,0.2693,-0.1571,0.3926,0.0055,-0.0004,-0.0026,0.0548,-0.0,0.2016,0.2009,0.1935,0.2159,0.2496,0.2245,0.234,0.2467,IH2103,3313.8,L4
20201015,10002734,510050P2103M02950,2020-10-15,20210324,P,2.95,0.0545,0.0571,0.0526,0.0558,1164,3961,636472,10000,510050,3.425,160,0.438356,0.0339,0.2721,0.2721,-0.1584,0.3916,0.0055,-0.0004,-0.0026,0.0558,-0.0,0.2018,0.1914,0.1906,0.2151,0.2474,0.2241,0.234,0.2466,IH2103,3321.0,L4
20201016,10002734,510050P2103M02950,2020-10-16,20210324,P,2.95,0.0543,0.059,0.0516,0.0537,1144,3922,620406,10000,510050,3.432,159,0.435616,0.0338,0.271,0.271,-0.1544,0.3871,0.0054,-0.0004,-0.0025,0.0537,0.0,0.1725,0.1914,0.1901,0.1952,0.2474,0.2241,0.2337,0.2466,IH2103,3329.4,L4
20201019,10002734,510050P2103M02950,2020-10-19,20210324,P,2.95,0.05,0.0532,0.0441,0.0531,1581,4283,759893,10000,510050,3.409,156,0.427397,0.0337,0.2654,0.2654,-0.1579,0.4078,0.0054,-0.0004,-0.0025,0.0531,-0.0,0.1817,0.1934,0.1783,0.1954,0.2478,0.2237,0.2324,0.2465,IH2103,3300.4,L4
20201020,10002734,510050P2103M02950,2020-10-20,20210324,P,2.95,0.0533,0.0533,0.0464,0.0483,670,3839,328850,10000,510050,3.412,155,0.424658,0.0337,0.2579,0.2579,-0.1504,0.4073,0.0052,-0.0004,-0.0024,0.0483,0.0,0.1817,0.1917,0.1767,0.1854,0.2477,0.2237,0.2311,0.2464,IH2103,3304.8,L4
20201021,10002734,510050P2103M02950,2020-10-21,20210324,P,2.95,0.0492,0.0513,0.046,0.046,991,4414,488896,10000,510050,3.433,154,0.421918,0.0337,0.2602,0.2602,-0.1433,0.3896,0.005,-0.0004,-0.0023,0.046,-0.0,0.1797,0.191,0.1773,0.1858,0.2478,0.223,0.2276,0.2465,IH2103,3322.8,L4
20201022,10002734,510050P2103M02950,2020-10-22,20210324,P,2.95,0.0472,0.0552,0.0472,0.0514,1641,4559,841588,10000,510050,3.42,153,0.419178,0.0337,0.2677,0.2677,-0.1536,0.3996,0.0052,-0.0004,-0.0024,0.0514,0.0,0.1791,0.19,0.1775,0.186,0.2479,0.223,0.2267,0.2465,IH2103,3310.6,L4
20201023,10002734,510050P2103M02950,2020-10-23,20210324,P,2.95,0.0497,0.0545,0.0471,0.0496,1396,5151,707782,10000,510050,3.408,152,0.416438,0.0338,0.2615,0.2615,-0.1532,0.4111,0.0052,-0.0004,-0.0024,0.0496,0.0,0.1678,0.1868,0.1777,0.1861,0.2479,0.2231,0.2261,0.2457,IH2103,3307.4,L4
20201026,10002734,510050P2103M02950,2020-10-26,20210324,P,2.95,0.0513,0.0621,0.0504,0.0548,2506,4665,1435830,10000,510050,3.354,149,0.408219,0.034,0.2572,0.2572,-0.1717,0.462,0.0055,-0.0004,-0.0026,0.0548,-0.0,0.0926,0.1701,0.1817,0.1702,0.2494,0.2241,0.2264,0.2465,IH2103,3249.0,L4
20201027,10002734,510050P2103M02950,2020-10-27,20210324,P,2.95,0.0524,0.0578,0.0518,0.0553,805,4954,445248,10000,510050,3.346,148,0.405479,0.0339,0.2563,0.2563,-0.1742,0.4707,0.0055,-0.0004,-0.0026,0.0553,-0.0,0.0924,0.1643,0.1753,0.1702,0.2487,0.2239,0.2256,0.2443,IH2103,3245.6,L4
20201028,10002734,510050P2103M02950,2020-10-28,20210324,P,2.95,0.0554,0.0554,0.0457,0.0475,1834,5368,888585,10000,510050,3.364,147,0.40274,0.0339,0.248,0.248,-0.1587,0.4571,0.0052,-0.0004,-0.0023,0.0475,0.0,0.1001,0.1596,0.1734,0.1701,0.2487,0.2239,0.2195,0.2267,IH2103,3267.8,L4
20201029,10002734,510050P2103M02950,2020-10-29,20210324,P,2.95,0.0499,0.0533,0.0428,0.0449,3300,5365,1610349,10000,510050,3.383,146,0.4,0.0339,0.2495,0.2495,-0.1508,0.4385,0.005,-0.0004,-0.0022,0.0449,-0.0,0.1064,0.1605,0.1677,0.1665,0.2472,0.2238,0.2194,0.2246,IH2103,3290.2,L3
20201030,10002734,510050P2103M02950,2020-10-30,20210324,P,2.95,0.0469,0.0576,0.0446,0.0554,2380,5933,1208897,10000,510050,3.329,145,0.39726,0.0339,0.2533,0.2533,-0.1785,0.4911,0.0055,-0.0004,-0.0026,0.0554,-0.0,0.1268,0.1601,0.1744,0.1696,0.2485,0.225,0.2186,0.2254,IH2103,3243.8,L3
20201009,10002735,510050P2103M03000,2020-10-09,20210324,P,3.0,0.1072,0.1072,0.0838,0.086,1722,5267,1511005,10000,510050,3.337,166,0.454795,0.0302,0.2682,0.2682,-0.2251,0.4971,0.0068,-0.0005,-0.0038,0.086,-0.0,0.2128,0.1849,0.1732,0.2151,0.2449,0.2216,0.2369,0.2445,IH2103,3216.8,L4
20201012,10002735,510050P2103M03000,2020-10-12,20210324,P,3.0,0.0801,0.0801,0.0655,0.0663,2789,6153,1940485,10000,510050,3.442,163,0.446575,0.0303,0.2727,0.2727,-0.1789,0.4167,0.006,-0.0004,-0.003,0.0663,-0.0,0.2253,0.2123,0.1932,0.2183,0.2493,0.2254,0.2399,0.2468,IH2103,3331.0,L4
20201013,10002735,510050P2103M03000,2020-10-13,20210324,P,3.0,0.0663,0.0694,0.0648,0.0665,983,6510,658345,10000,510050,3.437,162,0.443836,0.0306,0.2724,0.2724,-0.1801,0.4209,0.006,-0.0004,-0.003,0.0665,-0.0,0.2127,0.2024,0.1933,0.2169,0.2494,0.2253,0.2367,0.2466,IH2103,3325.2,L4
20201014,10002735,510050P2103M03000,2020-10-14,20210324,P,3.0,0.0665,0.0687,0.0648,0.0656,1031,6478,682797,10000,510050,3.424,161,0.441096,0.034,0.2695,0.2695,-0.1809,0.4295,0.006,-0.0004,-0.003,0.0656,-0.0,0.2016,0.2009,0.1935,0.2159,0.2496,0.2245,0.234,0.2467,IH2103,3313.8,L4
20201015,10002735,510050P2103M03000,2020-10-15,20210324,P,3.0,0.0646,0.0679,0.0625,0.0662,1236,6768,807493,10000,510050,3.425,160,0.438356,0.0339,0.2715,0.2715,-0.1815,0.4285,0.006,-0.0004,-0.003,0.0662,-0.0,0.2018,0.1914,0.1906,0.2151,0.2474,0.2241,0.234,0.2466,IH2103,3321.0,L4
20201016,10002735,510050P2103M03000,2020-10-16,20210324,P,3.0,0.0635,0.0705,0.0613,0.0635,2277,5879,1452751,10000,510050,3.432,159,0.435616,0.0338,0.2697,0.2697,-0.1768,0.4247,0.0059,-0.0004,-0.0029,0.0635,-0.0,0.1725,0.1914,0.1901,0.1952,0.2474,0.2241,0.2337,0.2466,IH2103,3329.4,L4
20201019,10002735,510050P2103M03000,2020-10-19,20210324,P,3.0,0.0601,0.0643,0.0527,0.0621,1766,5979,1016567,10000,510050,3.409,156,0.427397,0.0337,0.2625,0.2625,-0.1802,0.4489,0.0059,-0.0004,-0.0029,0.0621,-0.0,0.1817,0.1934,0.1783,0.1954,0.2478,0.2237,0.2324,0.2465,IH2103,3300.4,L4
20201020,10002735,510050P2103M03000,2020-10-20,20210324,P,3.0,0.063,0.063,0.0562,0.0586,404,5603,240253,10000,510050,3.412,155,0.424658,0.0337,0.2581,0.2581,-0.1751,0.4493,0.0057,-0.0004,-0.0028,0.0586,-0.0,0.1817,0.1917,0.1767,0.1854,0.2477,0.2237,0.2311,0.2464,IH2103,3304.8,L4
20201021,10002735,510050P2103M03000,2020-10-21,20210324,P,3.0,0.0575,0.0617,0.0559,0.0559,597,5640,354697,10000,510050,3.433,154,0.421918,0.0337,0.2604,0.2604,-0.1671,0.431,0.0056,-0.0004,-0.0027,0.0559,-0.0,0.1797,0.191,0.1773,0.1858,0.2478,0.223,0.2276,0.2465,IH2103,3322.8,L4
20201022,10002735,510050P2103M03000,2020-10-22,20210324,P,3.0,0.0559,0.0662,0.0559,0.0614,1628,5732,1000227,10000,510050,3.42,153,0.419178,0.0337,0.2669,0.2669,-0.1771,0.4395,0.0058,-0.0004,-0.0028,0.0614,-0.0,0.1791,0.19,0.1775,0.186,0.2479,0.223,0.2267,0.2465,IH2103,3310.6,L4
20201023,10002735,510050P2103M03000,2020-10-23,20210324,P,3.0,0.063,0.0654,0.0568,0.0601,892,6014,536363,10000,510050,3.408,152,0.416438,0.0338,0.2617,0.2617,-0.1781,0.4528,0.0057,-0.0004,-0.0028,0.0601,-0.0,0.1678,0.1868,0.1777,0.1861,0.2479,0.2231,0.2261,0.2457,IH2103,3307.4,L4
20201026,10002735,510050P2103M03000,2020-10-26,20210324,P,3.0,0.065,0.0744,0.0639,0.0658,2512,6402,1721750,10000,510050,3.354,149,0.408219,0.034,0.2565,0.2565,-0.1984,0.507,0.006,-0.0004,-0.003,0.0658,-0.0,0.0926,0.1701,0.1817,0.1702,0.2494,0.2241,0.2264,0.2465,IH2103,3249.0,L4
20201027,10002735,510050P2103M03000,2020-10-27,20210324,P,3.0,0.068,0.0693,0.0649,0.0663,1192,6824,794444,10000,510050,3.346,148,0.405479,0.0339,0.2553,0.2553,-0.2013,0.5166,0.006,-0.0004,-0.003,0.0663,-0.0,0.0924,0.1643,0.1753,0.1702,0.2487,0.2239,0.2256,0.2443,IH2103,3245.6,L4
20201028,10002735,510050P2103M03000,2020-10-28,20210324,P,3.0,0.0629,0.0653,0.056,0.0565,1949,7231,1148269,10000,510050,3.364,147,0.40274,0.0339,0.2452,0.2452,-0.1837,0.5077,0.0057,-0.0004,-0.0027,0.0565,-0.0,0.1001,0.1596,0.1734,0.1701,0.2487,0.2239,0.2195,0.2267,IH2103,3267.8,L4
20201029,10002735,510050P2103M03000,2020-10-29,20210324,P,3.0,0.0615,0.0647,0.0521,0.0539,3612,7057,2151178,10000,510050,3.383,146,0.4,0.0339,0.2474,0.2474,-0.1755,0.4878,0.0055,-0.0004,-0.0026,0.0539,-0.0,0.1064,0.1605,0.1677,0.1665,0.2472,0.2238,0.2194,0.2246,IH2103,3290.2,L3
